iter	Logloss	F1	Recall	Accuracy
83	0.1859527271	0.6190346618	0.5049944506	0.9286002895
84	0.1857457288	0.6193386354	0.5052847264	0.9286512865
85	0.1855127582	0.6203045261	0.5064116793	0.9287846632
86	0.1851781613	0.6208698196	0.5072654316	0.9288356602
87	0.1849571751	0.6216586059	0.5080850337	0.9289592299
88	0.1847448339	0.6226044842	0.5092461368	0.9290827995
89	0.1843885563	0.6231522726	0.5099974387	0.9291436036
90	0.1841830853	0.6237030085	0.5106292154	0.9292220605
91	0.1838629778	0.6244554228	0.5115171177	0.9293260159
92	0.1836733825	0.6246511434	0.5121147443	0.9293024788
93	0.1835347082	0.6249947919	0.5122684197	0.9293848586
94	0.1832557463	0.6257312376	0.5132246222	0.929475084
95	0.1829569317	0.6267970457	0.5144198754	0.9296319979
96	0.1827857363	0.6274102178	0.5153248527	0.929692802
97	0.1824875418	0.6281934117	0.5164347306	0.9297771431
98	0.1822960304	0.6284231288	0.5168274567	0.9297928345
99	0.1820983718	0.6289116387	0.5176641339	0.9298261787
100	0.1819342414	0.6293719346	0.5181934603	0.9298928671
101	0.1816980876	0.630181837	0.5192691881	0.9299909382
102	0.1815121807	0.6305025745	0.5195765389	0.9300458581
103	0.1813720608	0.6310065154	0.5200887902	0.9301282378
104	0.1811253686	0.6314547431	0.5208571673	0.9301596206
105	0.1808703782	0.6321157765	0.5216938444	0.9302459232
106	0.1805997725	0.6323451863	0.5221207206	0.9302576917
107	0.180376131	0.6327232895	0.5227354222	0.9302890745
108	0.1801953742	0.6334228465	0.5235891744	0.9303851842
109	0.179956175	0.6338935459	0.5242380261	0.930440104
110	0.1797917819	0.634501687	0.5250064031	0.9305205224
111	0.1796458565	0.6348531884	0.5255357295	0.930555828
112	0.1794947945	0.6355878048	0.526474857	0.9306519377
113	0.17925549	0.635798844	0.526850508	0.9306656676
114	0.1791322066	0.63604233	0.5269871083	0.9307205875
115	0.1789829945	0.6365059745	0.5275505848	0.9307853144
116	0.1787451699	0.6366173396	0.5277896354	0.9307872759
117	0.1785809311	0.6369848915	0.5284043371	0.9308166972
118	0.178351108	0.6373960991	0.5289848886	0.9308637713
119	0.1782603119	0.6377875824	0.5294459148	0.9309206526
120	0.1780717202	0.6383744116	0.5302655169	0.9309893024
121	0.1779042353	0.6384400312	0.5302655169	0.9310089166
122	0.1777783344	0.6389373986	0.5310168189	0.9310599136
123	0.1776341151	0.6393287736	0.5314949202	0.9311148335
124	0.1774778324	0.6395498095	0.5317168958	0.9311521005
125	0.1772735052	0.6403333231	0.5327072484	0.9312580173
126	0.1770910112	0.6406802958	0.5332365747	0.9312933229
127	0.1769143017	0.6409746293	0.5336293008	0.93133059
128	0.1767630983	0.6411647101	0.5339025015	0.9313521656
129	0.1766189968	0.6415952781	0.5345513532	0.9313972783
130	0.1764886476	0.641896391	0.5349611543	0.9314345454
131	0.1763884583	0.6420494121	0.5351489798	0.931456121
132	0.1762461045	0.6421328636	0.53525143	0.9314678895
133	0.1760527359	0.6423239574	0.5355587808	0.9314855424
134	0.1758818995	0.6428900279	0.5364808333	0.9315365393
135	0.1757908897	0.6431340459	0.5368052591	0.9315679221
136	0.1756619627	0.6434240131	0.537129685	0.9316130348
137	0.1755157173	0.6437538336	0.5376248613	0.9316483404
138	0.1753649211	0.644140186	0.5382224878	0.9316875689
139	0.1752152089	0.6443641117	0.5387176641	0.9316914917
140	0.1751153573	0.6449360434	0.5393665158	0.9317797558
141	0.1749841937	0.6450592401	0.5396567916	0.9317797558
142	0.1748487488	0.6454134479	0.5399641424	0.9318464441
143	0.1747188502	0.645848843	0.5406812943	0.9318856726
144	0.17461925	0.645896858	0.5407325194	0.9318935183
145	0.1744933413	0.6462354081	0.5411593955	0.9319405924
146	0.1743421054	0.6464197632	0.5415179715	0.9319503995
147	0.1742474012	0.6468940081	0.5420643729	0.9320229722
148	0.1741258646	0.6471199495	0.5423034235	0.9320602392
149	0.1740178976	0.6477895208	0.5431742508	0.9321504647
150	0.1738982231	0.6477866373	0.5430888756	0.9321602718
151	0.1737709868	0.648004886	0.5434986767	0.9321740017
152	0.1736249794	0.6482751603	0.5438914027	0.9322053845
153	0.1735138137	0.6488015301	0.5444548792	0.9322916871
154	0.1733915711	0.648930865	0.544369504	0.9323407227
155	0.1732247144	0.6490655109	0.5446597797	0.9323446455
156	0.1731083322	0.649565695	0.5452403313	0.932421141
157	0.1730139832	0.6497534191	0.5455476821	0.9324387938
158	0.1728793275	0.6500182949	0.5460087083	0.9324603695
159	0.1727745149	0.6502835539	0.5462648339	0.9325074436
160	0.1726817956	0.6504329444	0.5464014343	0.9325349035
161	0.1725563803	0.6506765817	0.5468283104	0.9325545177
162	0.1724241053	0.6511505108	0.5474600871	0.9326172833
163	0.172330911	0.6513473738	0.5478869632	0.9326231675
164	0.1722051749	0.6515797596	0.5479211133	0.9326878945
165	0.1721167536	0.6519140819	0.54855289	0.9327094701
166	0.1719838215	0.6522449062	0.5490651413	0.9327447758
167	0.1718678448	0.6524670269	0.5494749424	0.9327604671
168	0.1717460009	0.6527563843	0.5499359686	0.9327898885
169	0.1716314523	0.6531302534	0.5506189704	0.9328173484
170	0.1715300051	0.6535362941	0.5512848971	0.9328565768
171	0.1714023632	0.6539236023	0.5517288483	0.932917381
172	0.1712993509	0.6542971319	0.5521557244	0.9329762236
173	0.1711769653	0.6545895919	0.5525143004	0.9330193749
174	0.1710870915	0.6548039107	0.5529411765	0.9330311435
175	0.1709775516	0.655065723	0.5531119269	0.9330880247
176	0.1709090323	0.6552686389	0.5533168275	0.9331233303
177	0.1708014655	0.6554188611	0.553538803	0.9331409831
178	0.1707160502	0.6558298457	0.5538803039	0.9332214015
179	0.1706201834	0.6559865775	0.5541022795	0.9332410157
180	0.1705428318	0.6560866884	0.5541364296	0.9332665142
181	0.1704688722	0.6562506316	0.5543925553	0.933284167
182	0.1703785945	0.6566464646	0.5550072569	0.9333273183
183	0.1702894869	0.6568101716	0.5552633826	0.9333449711
184	0.1702042321	0.6570805396	0.5555536583	0.9333900838
185	0.1700589901	0.6572435308	0.5557756339	0.9334116595
186	0.1700032945	0.6573989945	0.5559463844	0.933437158
187	0.1699444074	0.6577834307	0.5563220353	0.9335058078
188	0.169880586	0.6579871624	0.5566123111	0.9335313063
189	0.1697706995	0.6580906835	0.5568684368	0.9335313063
190	0.1696467595	0.6582631074	0.5568513617	0.9335842647
191	0.1695417916	0.6586035064	0.5574148382	0.9336176089
192	0.1694548074	0.6586039944	0.5574489883	0.933613686
193	0.1693459115	0.6587746541	0.5577734142	0.9336254546
194	0.1692350376	0.6590127912	0.5581832152	0.9336470302
195	0.1691380724	0.6592352194	0.5584222659	0.9336842972
196	0.1690518401	0.6594194868	0.5587979168	0.9336941044
197	0.168986508	0.6594471532	0.5588832921	0.9336921429
198	0.1688978491	0.6599617437	0.5596687441	0.9337509856
199	0.168780069	0.6602238866	0.5599248698	0.9337980598
200	0.1686910949	0.6604523812	0.5601468454	0.9338392496
201	0.1686175203	0.660520913	0.5603346709	0.9338372882
202	0.168531865	0.6609531857	0.5609835226	0.9338882852
203	0.1684018552	0.6609612116	0.5611201229	0.9338745552
204	0.1683239648	0.6612700488	0.5614274737	0.9339294751
205	0.1682249525	0.6614784427	0.5616665244	0.9339628193
206	0.1681397984	0.6617209489	0.5620080253	0.933994202
207	0.1680761245	0.6619096912	0.562298301	0.9340157777
208	0.1679720539	0.6620783892	0.5625885768	0.9340314691
209	0.1678716875	0.6621325672	0.5627081021	0.9340334305
210	0.1677900139	0.6622674862	0.5629471527	0.934045199
211	0.16771546	0.6625897475	0.5633398788	0.9340942346
212	0.1676148286	0.6630867903	0.5640228806	0.934160923
213	0.1675358976	0.6632682756	0.5643131563	0.9341805372
214	0.167469354	0.6635025437	0.5645351319	0.9342236885
215	0.1673898908	0.6638849325	0.5650815333	0.9342727241
216	0.1673144197	0.6640524711	0.5653035089	0.9342962611
217	0.1672493845	0.664207012	0.5656108597	0.9343060682
218	0.1671554645	0.6646224146	0.5662426364	0.9343551038
219	0.1670815594	0.6649098724	0.5665499872	0.9344041394
220	0.1670123778	0.6650368218	0.5666695125	0.9344276765
221	0.16690027	0.6652575481	0.5669768633	0.9344570978
222	0.1668401735	0.6654113877	0.5672159139	0.9344747506
223	0.1667387527	0.6655184499	0.5674208145	0.9344825963
224	0.1666541927	0.6656453083	0.5675403398	0.9345061334
225	0.1666047635	0.6659325037	0.5678989157	0.9345492847
226	0.1665422226	0.6660928226	0.5681721165	0.9345649761
227	0.1664560924	0.6662530272	0.568394092	0.9345865517
228	0.1663849683	0.6663798279	0.5685819175	0.9346022431
229	0.1663125974	0.666499935	0.5688038931	0.9346120502
230	0.1662558735	0.6666333247	0.5689917186	0.934629703
231	0.1661870156	0.6668733189	0.5693844446	0.9346552015
232	0.1660900722	0.6669465855	0.5695722701	0.9346552015
233	0.1660338552	0.667193107	0.5698625459	0.93469443
234	0.1659384829	0.6674727932	0.5702381969	0.9347336584
235	0.1658430926	0.6676725085	0.5704943225	0.9347630797
236	0.1657729064	0.6678057213	0.5706138479	0.9347885782
237	0.1656860009	0.6679989608	0.5707504482	0.9348297681
238	0.1656131099	0.6679989209	0.5707675233	0.9348278067
239	0.1655664537	0.6681917625	0.571057799	0.9348513438
240	0.1654932986	0.6684515485	0.5712626996	0.9349043022
241	0.1653972339	0.6686971979	0.5716895757	0.9349278393
242	0.165325149	0.66871037	0.5717408008	0.9349258778
243	0.1652272152	0.6689762585	0.5720652267	0.9349670677
244	0.1651687273	0.6691886928	0.5723725775	0.9349945276
245	0.165091137	0.669433774	0.5728165286	0.9350161033
246	0.165013103	0.6695865592	0.5729872791	0.9350416018
247	0.1649653549	0.669838515	0.573345855	0.935074946
248	0.1648997558	0.6699512302	0.5734995304	0.9350906373
249	0.1648312556	0.6700177528	0.5735507556	0.9351043673
250	0.1647519333	0.6703366842	0.5738581064	0.93516321
251	0.1646468054	0.6705754485	0.5741483821	0.935200477
252	0.1645401847	0.6706739635	0.5744045078	0.935200477
253	0.1644367319	0.6707470245	0.574472808	0.935214207
254	0.1643692193	0.6707804572	0.574472808	0.9352240141
255	0.1643151801	0.6710653524	0.5748313839	0.9352671654
256	0.1642471817	0.6713628121	0.5752753351	0.9353044324
257	0.1641776533	0.6715545151	0.5755485358	0.9353299309
258	0.1640976258	0.6716139893	0.575633911	0.9353377766
259	0.164044966	0.6718914936	0.5760266371	0.9353750436
260	0.1639824639	0.6720828355	0.5763169128	0.9353985807
261	0.1639378569	0.6723483906	0.5765388884	0.9354515391
262	0.1638723438	0.6723025451	0.5764364381	0.9354495777
263	0.1637979145	0.6724470902	0.5767096389	0.9354613462
264	0.1637552893	0.6727450083	0.5770340647	0.9355123432
265	0.1637232146	0.6728112434	0.5771023649	0.9355241118
266	0.1636702122	0.6729569138	0.5772560403	0.9355496103
267	0.1636231758	0.6728445444	0.5771194399	0.9355319575
268	0.163576362	0.6731622843	0.5774609408	0.9355868773
269	0.1634991986	0.6733479299	0.5776316913	0.9356221829
270	0.1634199969	0.6736775079	0.5780927175	0.9356672956
271	0.1633401879	0.6738894692	0.578297618	0.9357065241
272	0.1632965644	0.6740477683	0.5785025186	0.9357300612
273	0.1632252121	0.6739809418	0.5784854435	0.9357124084
274	0.1631551967	0.6742583218	0.5788098694	0.9357575211
275	0.1630809518	0.6745222043	0.5791342952	0.935798711
276	0.163011227	0.6746128	0.5793733459	0.935798711
277	0.162943268	0.6748695523	0.5797148468	0.935835978
278	0.162882331	0.6748436987	0.5796465466	0.935835978
279	0.1628366145	0.6748504065	0.5796465466	0.9358379394
280	0.1627764763	0.6750750393	0.5798855972	0.9358771679
281	0.1627229021	0.6752717661	0.580192948	0.9359007049
282	0.1626897635	0.6753187388	0.580192948	0.9359144349
283	0.162646485	0.6754683992	0.5805002988	0.935924242
284	0.1625672565	0.6756923199	0.5807734995	0.9359595476
285	0.1625143351	0.6760734003	0.5812857509	0.9360144675
286	0.1624343462	0.6762071226	0.581319901	0.9360497731
287	0.1623697015	0.6762244219	0.5814906514	0.9360360431
288	0.1623273879	0.676283706	0.5815589516	0.9360458502
289	0.1622707072	0.6764148228	0.5817467771	0.936063503
290	0.1622142488	0.6765645779	0.5820199778	0.936077233
291	0.1621600625	0.6766427848	0.5821565782	0.9360850787
292	0.1620925991	0.6767927299	0.5824127038	0.9361007701
293	0.1620054343	0.6769047619	0.5825322291	0.9361203843
294	0.1619438069	0.6769044572	0.5825493042	0.9361184229
295	0.1618587318	0.6772446895	0.5830444805	0.9361635356
296	0.1617840905	0.6775405789	0.5833859814	0.9362125712
297	0.1617266595	0.6774999504	0.5834030564	0.9361988412
298	0.1616780712	0.6775140302	0.5833689063	0.9362066869
299	0.1615940836	0.6776330141	0.5834713566	0.936230224
300	0.161542857	0.677806426	0.5835396568	0.9362733753
301	0.1614793627	0.6780111461	0.5837274823	0.9363126037
302	0.1614339054	0.6783051788	0.5841543584	0.9363518322
303	0.1613723242	0.678369297	0.5843080338	0.9363537936
304	0.1613210803	0.6787710605	0.5847178349	0.9364263662
305	0.1612666052	0.6791032208	0.5852300862	0.9364675561
306	0.1612317348	0.6792336952	0.5854179117	0.9364852089
307	0.1611768793	0.6791409949	0.5853496115	0.9364655947
308	0.1611141855	0.679521461	0.5857935627	0.9365283602
309	0.1610648479	0.6797729996	0.5859813882	0.9365813186
310	0.160999523	0.6796074198	0.5858618629	0.936546013
311	0.1609577859	0.6798379829	0.5860838385	0.9365891643
312	0.1608869775	0.680070882	0.5864936395	0.9366127014
313	0.1608252665	0.6802260558	0.5867668403	0.9366283928
314	0.1607621723	0.6803538212	0.587057116	0.936634277
315	0.1607051302	0.6806569704	0.5873303167	0.9366931197
316	0.1606381103	0.6809773469	0.5877230428	0.9367441167
317	0.1605939763	0.6810888876	0.5878425681	0.9367637309
318	0.1605414865	0.6811108143	0.5877742679	0.9367774609
319	0.1604830739	0.6811271673	0.5879279433	0.9367656924
320	0.1604392692	0.6811695953	0.5881157688	0.9367578467
321	0.1603702933	0.6813054268	0.5883377444	0.9367735381
322	0.160322067	0.6814353499	0.5885255699	0.9367911909
323	0.1602661941	0.6814012336	0.5885426449	0.9367794223
324	0.1602139632	0.6815202886	0.5886280201	0.9368049208
325	0.160163611	0.6817822408	0.5889182959	0.9368500335
326	0.1601064895	0.6818181818	0.5890890464	0.9368421878
327	0.1600551239	0.6822088314	0.5896012977	0.9369010305
328	0.1599989813	0.6820342064	0.589328097	0.9368794549
329	0.1599216959	0.6821437392	0.5895159225	0.9368912234
330	0.1598767849	0.6821042233	0.5894817724	0.9368833777
331	0.1598408588	0.6822564711	0.5895842227	0.9369167219
332	0.1597717101	0.6824473182	0.5897549731	0.9369539889
333	0.1597254526	0.6825851577	0.5898915735	0.9369794874
334	0.159677252	0.6827726527	0.5901818492	0.9370030245
335	0.1596152293	0.6829118925	0.5902672245	0.9370344073
336	0.1595610218	0.6830048896	0.5903184496	0.9370559829
337	0.159516453	0.6832139859	0.5905575002	0.9370912885
338	0.159456967	0.6833912769	0.5907282507	0.9371246327
339	0.159404941	0.6834047765	0.5907282507	0.9371285556
340	0.1593466987	0.6834105342	0.5907624008	0.9371265941
341	0.1592634009	0.6836355735	0.5909160762	0.9371756297
342	0.1592052842	0.6836538177	0.5909843763	0.9371736683
343	0.1591600749	0.6838956783	0.5914795526	0.9371913211
344	0.1591107525	0.6841523366	0.5917015282	0.9372423181
345	0.1590761108	0.6841518188	0.5917186033	0.9372403567
346	0.1590472771	0.6842520929	0.5917527534	0.9372658552
347	0.1589852587	0.6844110216	0.5920771792	0.9372776237
348	0.1589360903	0.6844759358	0.5921625544	0.9372874308
349	0.1588874127	0.684548128	0.5922308546	0.9373011608
350	0.158837024	0.6847563322	0.5924869803	0.937334505
351	0.1587732056	0.6848004104	0.5925894305	0.9373364664
352	0.1587457567	0.6849374531	0.592743106	0.9373600035
353	0.158710483	0.6851066348	0.5929480065	0.9373874634
354	0.1586865452	0.6853552441	0.5932041322	0.9374325761
355	0.1586388286	0.6852887508	0.5931699821	0.9374168847
356	0.15857423	0.6854460094	0.5933236575	0.9374463061
357	0.1585250988	0.6856528642	0.5936139332	0.9374757274
358	0.1584692303	0.6856720245	0.5936480833	0.9374776888
359	0.1584165174	0.6858123434	0.5936993085	0.9375129944
360	0.1583832404	0.6859971014	0.5940408094	0.9375306472
361	0.1583358473	0.6861215999	0.5941603347	0.9375541843
362	0.158293447	0.6861631873	0.5943310851	0.9375483
363	0.1582287146	0.6862870716	0.5944676855	0.9375698757
364	0.1581807644	0.6863264964	0.5945018356	0.9375777214
365	0.1581480414	0.6863929821	0.5945359857	0.9375934128
366	0.1580956841	0.6866215923	0.5947750363	0.9376346026
367	0.1580656412	0.6866671923	0.5948262614	0.9376424483
368	0.1580120788	0.6866524756	0.5948604115	0.9376346026
369	0.1579751748	0.6868909799	0.5952019124	0.9376679468
370	0.1579259132	0.6870579427	0.5954580381	0.9376895225
371	0.1578693045	0.6873048549	0.5957483138	0.9377307123
372	0.157812256	0.6874292074	0.5958678392	0.9377542494
373	0.1577723777	0.6875024625	0.5959019892	0.9377719022
374	0.1577287536	0.6875510867	0.5960556646	0.9377699408
375	0.1576843959	0.6877025044	0.59617519	0.9378013236
376	0.1576404563	0.6877049907	0.5961068898	0.9378091693
377	0.1576085107	0.6878016112	0.5962434901	0.9378228992
378	0.1575584986	0.6880852279	0.5966362162	0.9378640891
379	0.1575202199	0.6882088847	0.5967728165	0.9378856647
380	0.1574839574	0.6882014728	0.5967898916	0.9378817419
381	0.1574052922	0.6882298497	0.5967557415	0.9378935104
382	0.1573714974	0.6881307537	0.5966874413	0.9378719348
383	0.1573241618	0.6883067017	0.5968752668	0.9379033176
384	0.1572718473	0.6884019451	0.5970460172	0.9379131247
385	0.1572104914	0.6885588007	0.5971996926	0.937942546
386	0.1571621064	0.6886633658	0.5973021429	0.9379621602
387	0.1571018948	0.688841434	0.5976094937	0.9379817745
388	0.1570631293	0.6889317484	0.597729019	0.9379955044
389	0.1569817155	0.6890430504	0.5978314693	0.9380170801
390	0.1569488105	0.6890205496	0.597711944	0.9380229643
391	0.1569082635	0.6889914486	0.5977631691	0.9380092344
392	0.1568585252	0.6892127247	0.5980022198	0.9380484628
393	0.1568225522	0.6893349075	0.5981729702	0.9380661156
394	0.1567702321	0.6894692834	0.5983778707	0.9380837684
395	0.156713168	0.6895113289	0.5983437207	0.9380994598
396	0.1566683678	0.6896334625	0.5985144711	0.9381171126
397	0.1566394551	0.6897006306	0.5985315461	0.9381347654
398	0.1566085579	0.6897101207	0.5986339964	0.9381269197
399	0.1565471642	0.6898647652	0.598838897	0.9381504568
400	0.1565014019	0.6899271308	0.5989754973	0.9381543797
401	0.1564683019	0.6900071792	0.5990096474	0.9381739939
402	0.1564224869	0.690105524	0.5990950226	0.9381936081
403	0.1563800461	0.690199164	0.5991291727	0.9382171452
404	0.1563370504	0.6903713027	0.5994023734	0.9382387208
405	0.1562943643	0.690373196	0.5995218987	0.9382269523
406	0.156253577	0.6904708068	0.599624349	0.9382446051
407	0.1562072934	0.6906617654	0.5999316998	0.9382681422
408	0.1561752498	0.6907411048	0.599982925	0.938285795
409	0.1561386237	0.6908115227	0.6000853752	0.9382956021
410	0.1560960375	0.6909916373	0.6003244259	0.938323062
411	0.1560261156	0.6911867305	0.6005293264	0.9383583676
412	0.1559841342	0.6912721341	0.6005976266	0.9383760204
413	0.1559437001	0.6913825292	0.6007171519	0.9383956347
414	0.1558881456	0.6913364318	0.6006830018	0.9383858275
415	0.1558318505	0.6913478355	0.6007342269	0.9383838661
416	0.1557800947	0.6915860307	0.6010415777	0.9384211332
417	0.155734663	0.6916767355	0.601144028	0.9384368245
418	0.1556956946	0.6917349364	0.6012123282	0.9384466316
419	0.1556511078	0.6919699425	0.6014343038	0.9384917444
420	0.1556051376	0.692151297	0.6016392043	0.9385231271
421	0.1555579602	0.6923953178	0.6019636302	0.9385603942
422	0.1555275595	0.6923787075	0.6018782549	0.938564317
423	0.1554589325	0.692433112	0.6018782549	0.9385800084
424	0.1554169528	0.6925033638	0.6019807052	0.9385898155
425	0.1553814872	0.6925660414	0.6021002305	0.9385956998
426	0.1553386081	0.6926679824	0.6022539059	0.9386094297
427	0.1552713946	0.6928175168	0.6024075813	0.9386368897
428	0.1552430405	0.6928741139	0.6025100316	0.9386427739
429	0.1552025528	0.6930273194	0.6027320072	0.9386643496
430	0.155170841	0.6929699695	0.6026466319	0.9386565039
431	0.1551368235	0.6930838846	0.6028344574	0.9386702338
432	0.1551103154	0.693287003	0.6030052079	0.9387114237
433	0.15507667	0.6932189583	0.6030052079	0.9386918095
434	0.1550555826	0.6932823004	0.6031076582	0.9386996552
435	0.1550158339	0.6933880323	0.6031759583	0.9387231923
436	0.1549687704	0.6935418977	0.6033808589	0.9387467293
437	0.1549259222	0.6935102405	0.6033296337	0.9387428065
438	0.1548794741	0.6936680537	0.6034491591	0.9387761507
439	0.154830345	0.6937409853	0.6036369845	0.9387781121
440	0.154793631	0.6939500383	0.60382481	0.938819302
441	0.1547671661	0.6940477125	0.6040638607	0.9388232248
442	0.1547294254	0.6941946115	0.6042687612	0.9388448005
443	0.1547034548	0.6942962498	0.6044224366	0.9388585304
444	0.1546762924	0.6944022277	0.6046273371	0.9388683375
445	0.15462627	0.6943937879	0.6046614872	0.9388624533
446	0.1545895798	0.6945310508	0.6047810126	0.9388899132
447	0.15455157	0.6946487048	0.6048834628	0.9389134503
448	0.154513717	0.6946010333	0.6048834628	0.9388997203
449	0.1544847699	0.6947665585	0.6051225134	0.9389232574
450	0.1544382315	0.6946070214	0.6049005379	0.9388997203
451	0.1543857822	0.6948695575	0.6051054384	0.9389546401
452	0.1543544995	0.6948943179	0.6051566635	0.9389566016
453	0.1543142934	0.6950511745	0.6052932639	0.9389879843
454	0.1542733172	0.6951058136	0.6054298643	0.9389899457
455	0.1542486156	0.6951313945	0.6054640143	0.9389938686
456	0.1542086548	0.6951636781	0.6053615641	0.9390134828
457	0.1541872076	0.6951151369	0.6053786391	0.9389977914
458	0.1541341511	0.6951305575	0.6054810894	0.9389919072
459	0.1540945108	0.6954757915	0.6059421156	0.9390448656
460	0.1540454522	0.6955499152	0.6059591906	0.9390644798
461	0.1540091432	0.6955950935	0.6061470161	0.9390585955
462	0.1539726734	0.6957382189	0.6062836165	0.9390860555
463	0.1539275451	0.6959162283	0.6065397422	0.939111554
464	0.1538850697	0.6960618199	0.6067617177	0.9391311682
465	0.1538545929	0.6961367086	0.6068983181	0.9391390139
466	0.1538177183	0.6960132402	0.6067787928	0.9391154768
467	0.1537465289	0.6960737266	0.6067958678	0.9391311682
468	0.1537178347	0.6963222623	0.6071373687	0.9391684352
469	0.1536934035	0.6963988486	0.607239819	0.9391802038
470	0.1536507802	0.696523161	0.6073422693	0.9392057022
